year,day,hour_min,temp_act1,temp1_q,pave_cond,pave_cond_q,wind_spd_act,wind_dir_act
2017,43,2300,0.499,500.0,24.0,500.0,1.694,350.8
2017,44,0,0.884,500.0,24.0,500.0,1.764,72.75
2017,44,100,1.974,500.0,24.0,500.0,4.657,38.51
2017,44,200,1.478,500.0,24.0,500.0,7.621,24.53
2017,44,300,1.642,500.0,24.0,500.0,3.951,44.45
2017,44,400,1.577,500.0,24.0,500.0,5.504,328.9
2017,44,500,0.762,500.0,24.0,500.0,10.8,8.58
2017,44,600,0.714,500.0,24.0,500.0,7.691,348.0
2017,44,700,1.398,500.0,24.0,500.0,6.915,331.2
2017,44,800,1.426,500.0,24.0,500.0,7.621,0.192
2017,44,900,3.335,500.0,24.0,500.0,11.08,349.4
2017,44,1000,5.236,500.0,34.0,500.0,7.056,353.5
2017,44,1100,7.19,500.0,33.0,500.0,5.574,0.191
2017,44,1200,7.815,500.0,33.0,500.0,7.479,76.24
2017,44,1300,8.63,500.0,33.0,500.0,1.976,70.13
2017,44,1400,9.21,500.0,33.0,500.0,13.05,72.58
2017,44,1500,8.73,500.0,33.0,500.0,6.703,9.24
2017,44,1600,8.26,500.0,33.0,500.0,10.58,53.1
2017,44,1700,3.693,500.0,33.0,500.0,8.82,343.0
2017,44,1800,4.789,500.0,24.0,500.0,7.973,353.9
2017,44,1900,3.86,500.0,24.0,500.0,8.54,335.4
2017,44,2000,3.344,500.0,24.0,500.0,2.893,3.116
2017,44,2100,3.422,500.0,24.0,500.0,8.4,33.68
2017,44,2200,3.03,500.0,24.0,500.0,4.445,28.26
2017,44,2300,2.418,500.0,24.0,500.0,2.893,51.59
2017,45,0,2.858,500.0,24.0,500.0,3.74,29.87
2017,45,100,1.712,500.0,24.0,500.0,4.939,9.76
2017,45,200,2.476,500.0,24.0,500.0,9.17,62.48
2017,45,300,2.013,500.0,24.0,500.0,5.786,338.7
2017,45,400,2.08,500.0,24.0,500.0,3.387,73.12
2017,45,500,2.377,500.0,24.0,500.0,2.54,324.4
2017,45,600,2.735,500.0,24.0,500.0,1.764,276.2
2017,45,700,2.62,500.0,24.0,500.0,6.351,17.55
2017,45,800,2.881,500.0,24.0,500.0,7.762,3.38
2017,45,900,3.789,500.0,24.0,500.0,5.857,54.89
2017,45,1000,3.826,500.0,24.0,500.0,3.105,32.02
2017,45,1100,5.189,500.0,33.0,500.0,2.187,83.8
2017,45,1200,6.621,500.0,33.0,500.0,2.752,37.01
2017,45,1300,7.627,500.0,33.0,500.0,5.927,19.83
2017,45,1400,7.762,500.0,23.0,500.0,3.387,27.54
2017,45,1500,7.009,500.0,23.0,500.0,1.694,73.72
2017,45,1600,5.522,500.0,33.0,500.0,1.905,77.44
2017,45,1700,4.173,500.0,23.0,500.0,1.2,352.5
2017,45,1800,3.423,500.0,24.0,500.0,2.752,322.9
2017,45,1900,2.49,500.0,24.0,500.0,2.258,4.554
2017,45,2000,2.837,500.0,24.0,500.0,0.0,13.33
2017,45,2100,1.996,500.0,23.0,500.0,1.905,353.0
2017,45,2200,2.194,500.0,23.0,500.0,0.0,8.63
2017,45,2300,2.159,500.0,23.0,500.0,0.0,17.5
2017,46,0,2.163,500.0,23.0,500.0,1.129,213.8
2017,46,100,2.175,500.0,23.0,500.0,0.0,37.06
2017,46,200,1.768,500.0,23.0,500.0,0.0,335.3
2017,46,300,2.073,500.0,23.0,500.0,7.832,74.5
2017,46,400,2.187,500.0,23.0,500.0,1.905,16.16
2017,46,500,2.303,500.0,23.0,500.0,7.338,71.72
2017,46,600,2.031,500.0,23.0,500.0,4.093,93.0
2017,46,700,1.976,500.0,23.0,500.0,2.117,336.1
2017,46,800,1.931,500.0,23.0,500.0,1.905,10.83
2017,46,900,2.109,500.0,23.0,500.0,0.0,8.29
2017,46,1000,2.954,500.0,23.0,500.0,0.0,75.72
2017,46,1100,3.158,500.0,23.0,500.0,0.0,183.8
2017,46,1200,4.168,500.0,23.0,500.0,5.504,5.92
2017,46,1300,4.023,500.0,23.0,500.0,2.187,23.53
2017,46,1400,4.362,500.0,23.0,500.0,4.022,15.43
2017,46,1500,4.068,500.0,23.0,500.0,4.304,18.26
2017,46,1600,4.136,500.0,23.0,500.0,4.798,16.51
2017,46,1700,4.268,500.0,23.0,500.0,5.01,25.74
2017,46,1800,3.919,500.0,23.0,500.0,7.127,57.3
2017,46,1900,3.601,500.0,23.0,500.0,5.645,7.885
2017,46,2000,3.167,500.0,23.0,500.0,1.835,333.1
2017,46,2100,3.012,500.0,23.0,500.0,0.0,52.54
2017,46,2200,2.729,500.0,23.0,500.0,5.574,90.0
2017,46,2300,2.591,500.0,23.0,500.0,1.129,244.5
2017,47,0,2.62,500.0,23.0,500.0,1.905,22.68
2017,47,100,2.863,500.0,23.0,500.0,2.399,304.5
2017,47,200,3.146,500.0,23.0,500.0,2.681,312.2
2017,47,300,5.297,500.0,23.0,500.0,2.329,78.77
2017,47,400,6.666,500.0,33.0,500.0,4.445,277.1
2017,47,500,5.432,500.0,23.0,500.0,6.351,230.0
2017,47,600,4.694,500.0,23.0,500.0,14.68,187.9
2017,47,700,4.434,500.0,23.0,500.0,0.0,216.7
2017,47,800,3.66,500.0,23.0,500.0,1.552,68.81
2017,47,900,3.409,500.0,23.0,500.0,1.341,310.7
2017,47,1000,4.06,500.0,23.0,500.0,0.141,215.7
2017,47,1100,4.78,500.0,23.0,500.0,9.46,166.2
2017,47,1200,4.988,500.0,23.0,500.0,4.375,194.8
2017,47,1300,4.871,500.0,23.0,500.0,1.835,240.6
2017,47,1400,4.34,500.0,23.0,500.0,4.587,190.4
2017,47,1500,4.39,500.0,23.0,500.0,6.492,199.5
2017,47,1600,5.029,500.0,23.0,500.0,5.927,237.9
2017,47,1700,4.408,500.0,23.0,500.0,2.117,281.4
2017,47,1800,2.807,500.0,23.0,500.0,0.0,18.93
2017,47,1900,1.384,500.0,23.0,500.0,3.175,337.4
2017,47,2000,0.902,500.0,23.0,500.0,0.0,34.09
2017,47,2100,0.914,500.0,23.0,500.0,0.0,352.9
2017,47,2200,1.022,500.0,23.0,500.0,0.0,334.7
2017,47,2300,1.33,500.0,23.0,500.0,0.0,9.13
2017,48,0,1.293,500.0,23.0,500.0,0.0,328.4
2017,48,100,1.334,500.0,23.0,500.0,0.917,226.5
2017,48,200,1.165,500.0,23.0,500.0,1.694,134.3
2017,48,300,1.201,500.0,23.0,500.0,0.0,46.94
2017,48,400,1.314,500.0,23.0,500.0,0.0,317.0
2017,48,500,1.155,500.0,23.0,500.0,0.565,12.71
2017,48,600,1.13,500.0,23.0,500.0,0.0,352.5
2017,48,700,1.076,500.0,23.0,500.0,0.0,196.0
2017,48,800,1.207,500.0,23.0,500.0,0.0,29.01
2017,48,900,2.351,500.0,23.0,500.0,0.0,317.4
2017,48,1000,3.054,500.0,23.0,500.0,2.046,159.0
2017,48,1100,4.241,500.0,33.0,500.0,0.0,157.0
2017,48,1200,5.217,500.0,33.0,500.0,6.209,233.5
2017,48,1300,6.215,500.0,33.0,500.0,4.798,213.0
2017,48,1400,6.189,500.0,33.0,500.0,4.163,141.5
2017,48,1500,6.457,500.0,33.0,500.0,3.105,324.3
2017,48,1600,4.265,500.0,33.0,500.0,1.694,300.7
2017,48,1700,3.034,500.0,33.0,500.0,0.0,50.02
2017,48,1800,2.0,500.0,33.0,500.0,6.562,342.8
2017,48,1900,0.694,500.0,33.0,500.0,2.681,13.93
2017,48,2000,-0.376,500.0,33.0,500.0,1.552,6.378
2017,48,2100,-0.227,500.0,34.0,500.0,4.445,55.14
2017,48,2200,0.324,500.0,24.0,500.0,4.869,53.05
2017,48,2300,0.582,500.0,24.0,500.0,4.798,16.6
2017,49,0,0.694,500.0,24.0,500.0,3.81,48.71
2017,49,100,0.372,500.0,24.0,500.0,5.433,13.96
2017,49,200,0.566,500.0,24.0,500.0,7.197,0.192
2017,49,300,0.604,500.0,24.0,500.0,2.681,18.58
2017,49,400,0.441,500.0,24.0,500.0,6.351,354.1
2017,49,500,0.668,500.0,24.0,500.0,5.927,12.54
2017,49,600,0.669,500.0,24.0,500.0,6.068,41.39
2017,49,700,0.825,500.0,24.0,500.0,2.187,6.81
2017,49,800,0.76,500.0,24.0,-100.0,7.832,0.288
2017,49,900,1.976,500.0,34.0,500.0,3.528,338.8
2017,49,1000,3.299,500.0,33.0,500.0,3.316,74.29
2017,49,1100,3.824,500.0,23.0,500.0,6.915,21.49
2017,49,1200,5.705,500.0,33.0,500.0,3.246,84.2
2017,49,1300,6.288,500.0,33.0,500.0,2.47,66.27
2017,49,1400,5.848,500.0,33.0,500.0,4.728,181.9
2017,49,1500,4.796,500.0,33.0,500.0,0.0,314.1
2017,49,1600,3.747,500.0,33.0,500.0,3.74,162.5
2017,49,1700,2.578,500.0,23.0,500.0,0.988,168.4
2017,49,1800,1.792,500.0,23.0,-100.0,1.129,120.0
2017,49,1900,1.323,500.0,23.0,-100.0,1.411,110.7
2017,49,2000,1.083,500.0,23.0,500.0,0.0,29.0
2017,49,2100,0.902,500.0,23.0,500.0,0.0,42.36
2017,49,2200,0.575,500.0,23.0,500.0,0.0,13.95
2017,49,2300,0.421,500.0,23.0,500.0,0.0,274.1
2017,50,0,0.452,500.0,23.0,500.0,0.0,76.63
2017,50,100,0.394,500.0,23.0,500.0,1.552,75.22
2017,50,200,0.104,500.0,23.0,-100.0,0.0,297.9
2017,50,300,0.407,500.0,23.0,-100.0,0.0,9.88
2017,50,400,0.983,500.0,23.0,500.0,4.798,22.92
2017,50,500,0.531,500.0,24.0,-100.0,4.234,23.45
2017,50,600,0.269,500.0,24.0,500.0,3.81,71.94
2017,50,700,0.235,500.0,24.0,500.0,0.0,152.6
2017,50,800,0.315,500.0,24.0,500.0,1.764,20.67
2017,50,900,1.107,500.0,23.0,500.0,1.482,70.68
2017,50,1000,2.279,500.0,33.0,-100.0,3.74,35.24
2017,50,1100,2.772,500.0,23.0,-100.0,1.835,8.68
2017,50,1200,3.294,500.0,23.0,500.0,2.187,101.7
2017,50,1300,3.332,500.0,23.0,500.0,2.117,337.6
2017,50,1400,3.597,500.0,23.0,500.0,0.0,230.4
2017,50,1500,3.413,500.0,23.0,500.0,1.835,63.31
2017,50,1600,2.887,500.0,33.0,500.0,0.917,240.1
2017,50,1700,2.237,500.0,23.0,500.0,0.0,241.7
2017,50,1800,1.596,500.0,23.0,500.0,0.0,297.0
2017,50,1900,1.143,500.0,23.0,500.0,0.071,350.3
2017,50,2000,1.054,500.0,23.0,500.0,0.0,40.42
2017,50,2100,0.837,500.0,23.0,500.0,0.0,348.9
2017,50,2200,0.963,500.0,23.0,500.0,0.0,122.6
2017,50,2300,0.69,500.0,23.0,-100.0,0.0,8.68
2017,51,0,0.744,500.0,23.0,500.0,0.0,329.9
2017,51,100,0.705,500.0,23.0,500.0,2.329,283.7
2017,51,200,0.575,500.0,23.0,500.0,2.046,87.7
2017,51,300,1.168,500.0,23.0,500.0,0.0,14.1
2017,51,400,0.847,500.0,23.0,500.0,2.258,330.4
2017,51,500,0.629,500.0,23.0,500.0,0.776,225.2
2017,51,600,0.561,500.0,23.0,500.0,1.27,87.9
2017,51,700,0.594,500.0,23.0,500.0,2.752,44.26
2017,51,800,1.324,500.0,23.0,500.0,2.187,51.89
2017,51,900,3.334,500.0,23.0,500.0,3.316,33.18
2017,51,1000,4.854,500.0,33.0,500.0,7.762,100.8
2017,51,1100,5.532,500.0,33.0,500.0,9.6,4.642
2017,51,1200,5.312,500.0,33.0,500.0,5.715,84.2
2017,51,1300,6.477,500.0,33.0,500.0,7.127,109.9
2017,51,1400,6.972,500.0,33.0,500.0,6.421,57.74
2017,51,1500,6.035,500.0,33.0,500.0,1.411,299.9
2017,51,1600,4.814,500.0,33.0,500.0,2.399,315.0
2017,51,1700,4.053,500.0,33.0,500.0,0.847,304.8
2017,51,1800,2.325,500.0,33.0,500.0,0.0,324.2
2017,51,1900,1.501,500.0,23.0,500.0,0.0,308.2
2017,51,2000,0.562,500.0,23.0,500.0,2.752,309.9
2017,51,2100,0.348,500.0,23.0,500.0,0.917,341.5
2017,51,2200,0.829,500.0,24.0,500.0,1.411,27.21
2017,51,2300,1.053,500.0,24.0,500.0,0.0,325.4
2017,52,0,0.853,500.0,23.0,500.0,2.258,320.6
2017,52,100,0.654,500.0,23.0,500.0,0.988,264.4
2017,52,200,0.518,500.0,23.0,500.0,2.329,55.0
2017,52,300,0.063,500.0,24.0,500.0,1.2,2.925
2017,52,400,-1.063,500.0,24.0,500.0,1.552,22.68
2017,52,500,-0.821,500.0,24.0,500.0,2.329,348.6
2017,52,600,-1.579,500.0,24.0,500.0,1.976,345.9
2017,52,700,-1.613,500.0,24.0,500.0,0.988,314.4
2017,52,800,-1.467,500.0,24.0,500.0,1.341,64.09
2017,52,900,0.62,500.0,33.0,500.0,0.706,76.35
2017,52,1000,2.749,500.0,33.0,500.0,1.059,115.7
2017,52,1100,3.638,500.0,23.0,500.0,3.105,156.7
2017,52,1200,5.06,500.0,33.0,500.0,3.74,181.9
2017,52,1300,5.487,500.0,33.0,500.0,11.08,124.4
2017,52,1400,5.918,500.0,33.0,500.0,11.43,183.8
2017,52,1500,5.657,500.0,33.0,500.0,4.939,208.9
2017,52,1600,4.51,500.0,33.0,500.0,3.74,232.1
2017,52,1700,3.171,500.0,33.0,500.0,2.681,310.1
2017,52,1800,0.351,500.0,33.0,500.0,3.528,43.14
2017,52,1900,-0.885,500.0,33.0,500.0,1.835,315.7
2017,52,2000,-1.425,500.0,34.0,500.0,1.27,54.15
2017,52,2100,-1.273,500.0,24.0,500.0,0.0,36.08
2017,52,2200,-2.071,500.0,34.0,500.0,2.329,34.25
2017,52,2300,-2.37,500.0,34.0,500.0,0.0,0.816
2017,53,0,-2.236,500.0,28.0,500.0,2.752,97.0
2017,53,100,-2.575,500.0,38.0,500.0,1.27,353.7
2017,53,200,-3.004,500.0,28.0,500.0,1.411,38.53
2017,53,300,-3.111,500.0,38.0,500.0,1.623,344.9
2017,53,400,-3.618,500.0,38.0,500.0,1.27,44.58
2017,53,500,-3.625,500.0,28.0,500.0,1.411,26.2
2017,53,600,-3.067,500.0,28.0,500.0,0.141,347.6
2017,53,700,-2.66,500.0,28.0,500.0,1.129,73.94
2017,53,800,-2.025,500.0,28.0,500.0,6.915,42.94
2017,53,900,-0.823,500.0,34.0,500.0,5.645,47.88
2017,53,1000,1.565,500.0,33.0,500.0,12.98,98.1
2017,53,1100,2.635,500.0,33.0,500.0,2.681,108.5
2017,53,1200,4.42,500.0,33.0,500.0,4.445,238.4
2017,53,1300,4.479,500.0,33.0,500.0,0.847,43.21
2017,53,1400,4.595,500.0,33.0,500.0,5.01,341.4
2017,53,1500,2.81,500.0,33.0,500.0,2.046,1.916
2017,53,1600,1.441,500.0,33.0,500.0,0.0,344.3
2017,53,1700,0.054,500.0,33.0,500.0,0.988,331.2
2017,53,1800,-1.594,500.0,33.0,500.0,1.411,343.6
2017,53,1900,-2.334,500.0,38.0,500.0,1.059,335.3
2017,53,2000,-2.723,500.0,38.0,500.0,3.74,74.84
2017,53,2100,-3.255,500.0,38.0,500.0,3.175,86.4
2017,53,2200,-3.842,500.0,38.0,500.0,0.0,69.18
2017,53,2300,-4.094,500.0,38.0,500.0,1.552,42.96
2017,54,0,-4.319,500.0,38.0,500.0,2.329,28.27
2017,54,100,-4.187,500.0,38.0,500.0,3.105,52.72
2017,54,200,-4.47,500.0,38.0,500.0,4.304,28.39
2017,54,300,-5.047,500.0,38.0,500.0,0.071,40.68
2017,54,400,-5.71,500.0,38.0,500.0,0.0,62.55
2017,54,500,-6.054,500.0,38.0,500.0,1.835,69.9
2017,54,600,-6.643,500.0,38.0,500.0,3.599,101.6
2017,54,700,-6.655,500.0,38.0,500.0,0.0,43.07
2017,54,800,-6.322,500.0,28.0,500.0,6.139,82.1
2017,54,900,-2.098,500.0,38.0,500.0,4.587,122.8
2017,54,1000,-0.613,500.0,33.0,500.0,4.516,96.6
2017,54,1100,1.023,500.0,33.0,500.0,0.565,86.4
2017,54,1200,2.575,500.0,33.0,500.0,1.694,218.1
2017,54,1300,3.485,500.0,33.0,500.0,7.691,230.3
2017,54,1400,4.029,500.0,33.0,500.0,3.881,272.3
2017,54,1500,3.399,500.0,33.0,500.0,10.02,261.4
2017,54,1600,2.515,500.0,33.0,500.0,5.504,185.9
2017,54,1700,1.661,500.0,33.0,500.0,8.19,199.3
2017,54,1800,0.241,500.0,33.0,500.0,2.611,301.7
2017,54,1900,-1.386,500.0,23.0,500.0,1.059,270.6
2017,54,2000,-1.319,500.0,28.0,500.0,0.0,77.56
2017,54,2100,-1.419,500.0,28.0,500.0,0.0,21.35
2017,54,2200,-1.952,500.0,28.0,500.0,0.0,120.2
2017,54,2300,-2.125,500.0,28.0,500.0,0.0,8.11
2017,55,0,-2.192,500.0,28.0,500.0,1.411,341.2
2017,55,100,-2.289,500.0,28.0,500.0,0.0,343.8
2017,55,200,-2.328,500.0,24.0,500.0,1.552,348.5
2017,55,300,-2.359,500.0,24.0,500.0,2.187,13.82
2017,55,400,-2.239,500.0,24.0,500.0,2.399,19.43
2017,55,500,-2.123,500.0,24.0,500.0,1.341,300.3
2017,55,600,-2.545,500.0,24.0,500.0,5.927,41.54
2017,55,700,-2.627,500.0,24.0,500.0,1.411,51.0
2017,55,800,-2.439,500.0,24.0,500.0,2.893,342.5
2017,55,900,-0.347,500.0,24.0,500.0,9.67,104.0
2017,55,1000,1.305,500.0,34.0,500.0,0.847,40.08
2017,55,1100,2.607,500.0,33.0,500.0,12.14,100.4
2017,55,1200,1.807,500.0,33.0,500.0,6.068,33.89
2017,55,1300,2.935,500.0,23.0,500.0,1.2,138.1
2017,55,1400,3.484,500.0,23.0,500.0,0.353,78.06
2017,55,1500,3.472,500.0,33.0,500.0,1.482,43.69
2017,55,1600,2.994,500.0,33.0,500.0,5.433,20.19
2017,55,1700,2.029,500.0,33.0,500.0,3.175,236.5
2017,55,1800,-0.914,500.0,33.0,500.0,2.47,39.26
2017,55,1900,-2.041,500.0,38.0,500.0,1.976,23.36
2017,55,2000,-2.578,500.0,38.0,500.0,2.258,47.97
2017,55,2100,-2.898,500.0,38.0,500.0,1.27,42.76
2017,55,2200,-3.354,500.0,38.0,500.0,2.046,15.74
2017,55,2300,-3.669,500.0,38.0,500.0,5.363,335.3
2017,56,0,-4.242,500.0,38.0,500.0,2.329,23.56
2017,56,100,-4.772,500.0,38.0,500.0,1.2,85.8
2017,56,200,-5.799,500.0,38.0,500.0,0.0,3.984
2017,56,300,-6.399,500.0,38.0,500.0,1.835,46.93
2017,56,400,-6.451,500.0,38.0,500.0,1.623,89.5
2017,56,500,-7.444,500.0,38.0,500.0,1.341,354.4
2017,56,600,-7.904,500.0,38.0,500.0,5.01,11.62
2017,56,700,-8.22,500.0,38.0,500.0,0.847,7.828
2017,56,800,-7.955,500.0,38.0,500.0,2.893,106.0
2017,56,900,-3.845,500.0,38.0,500.0,3.528,162.4
2017,56,1000,-1.815,500.0,38.0,500.0,0.0,311.8
2017,56,1100,0.108,500.0,33.0,500.0,3.246,184.5
2017,56,1200,1.256,500.0,33.0,500.0,12.14,183.1
2017,56,1300,1.415,500.0,33.0,500.0,10.44,125.3
2017,56,1400,1.491,500.0,23.0,500.0,8.47,201.4
2017,56,1500,1.359,500.0,33.0,500.0,12.42,213.7
2017,56,1600,0.839,500.0,33.0,500.0,6.915,184.2
2017,56,1700,0.317,500.0,23.0,500.0,2.611,192.9
2017,56,1800,-0.248,500.0,23.0,500.0,3.175,174.2
2017,56,1900,-0.602,500.0,23.0,500.0,3.881,176.5
2017,56,2000,-1.09,500.0,28.0,500.0,0.847,187.4
2017,56,2100,-1.641,500.0,28.0,500.0,0.706,72.57
2017,56,2200,-1.805,500.0,24.0,500.0,0.0,18.25
2017,56,2300,-1.881,500.0,24.0,500.0,0.0,8.35
2017,57,0,-1.977,500.0,24.0,500.0,3.599,42.19
2017,57,100,-2.242,500.0,24.0,500.0,2.823,15.93
2017,57,200,-2.608,500.0,24.0,500.0,2.046,330.4
2017,57,300,-2.949,500.0,24.0,500.0,7.268,17.46
2017,57,400,-3.175,500.0,34.0,500.0,3.387,36.16
2017,57,500,-2.79,500.0,34.0,500.0,3.81,51.54
2017,57,600,-3.473,500.0,34.0,500.0,0.071,134.2
2017,57,700,-3.508,500.0,24.0,500.0,5.292,345.9
2017,57,800,-3.135,500.0,34.0,500.0,4.516,11.18
2017,57,900,-1.495,500.0,34.0,500.0,5.151,32.91
2017,57,1000,1.428,500.0,33.0,500.0,10.94,98.9
2017,57,1100,2.517,500.0,33.0,500.0,16.93,36.89
2017,57,1200,3.174,500.0,33.0,500.0,8.89,93.2
2017,57,1300,3.42,500.0,33.0,500.0,12.0,77.06
2017,57,1400,3.018,500.0,33.0,500.0,6.633,63.01
2017,57,1500,3.082,500.0,33.0,500.0,11.29,78.88
2017,57,1600,2.647,500.0,33.0,500.0,6.421,59.91
2017,57,1700,0.9,500.0,33.0,500.0,9.88,60.26
2017,57,1800,-0.966,500.0,33.0,500.0,2.47,27.96
2017,57,1900,-2.186,500.0,138.0,500.0,6.633,353.7
2017,57,2000,-2.663,500.0,138.0,500.0,0.776,49.56
2017,57,2100,-3.513,500.0,138.0,500.0,2.117,6.67
2017,57,2200,-3.807,500.0,138.0,500.0,3.669,329.3
2017,57,2300,-4.563,500.0,138.0,500.0,2.893,6.336
2017,58,0,-5.291,500.0,138.0,500.0,6.844,28.18
2017,58,100,-5.264,500.0,137.0,500.0,6.28,27.08
2017,58,200,-5.951,500.0,137.0,500.0,1.694,0.192
2017,58,300,-6.388,500.0,137.0,500.0,2.611,48.13
2017,58,400,-6.69,500.0,137.0,500.0,2.117,23.52
2017,58,500,-6.675,500.0,137.0,500.0,0.0,35.14
2017,58,600,-7.171,500.0,127.0,500.0,1.976,88.0
2017,58,700,-6.498,500.0,127.0,500.0,4.587,60.05
2017,58,800,-5.677,500.0,127.0,500.0,1.2,44.16
2017,58,900,-4.588,500.0,137.0,500.0,5.363,1.968
2017,58,1000,-3.51,500.0,138.0,500.0,7.691,29.75
2017,58,1100,-2.217,500.0,33.0,500.0,5.645,15.11
2017,58,1200,-1.003,500.0,23.0,500.0,5.786,89.8
2017,58,1300,-0.157,500.0,23.0,500.0,3.528,197.5
2017,58,1400,0.893,500.0,33.0,500.0,8.19,164.0
2017,58,1500,1.182,500.0,33.0,500.0,5.292,243.3
2017,58,1600,1.384,500.0,33.0,500.0,1.059,74.14
2017,58,1700,0.853,500.0,33.0,500.0,4.728,84.9
2017,58,1800,-1.833,500.0,38.0,500.0,1.694,277.5
2017,58,1900,-2.67,500.0,138.0,500.0,0.0,260.7
2017,58,2000,-3.986,500.0,138.0,500.0,0.988,341.3
2017,58,2100,-4.806,500.0,38.0,500.0,1.976,13.49
2017,58,2200,-5.792,500.0,38.0,500.0,1.341,76.28
2017,58,2300,-6.661,500.0,38.0,500.0,2.187,96.0
2017,59,0,-7.521,500.0,38.0,500.0,0.0,80.0
2017,59,100,-7.603,500.0,38.0,500.0,2.187,108.4
2017,59,200,-7.152,500.0,38.0,500.0,2.046,48.43
2017,59,300,-6.832,500.0,137.0,500.0,1.835,321.8
2017,59,400,-7.757,500.0,137.0,500.0,1.835,85.9
2017,59,500,-8.49,500.0,137.0,500.0,0.0,106.1
2017,59,600,-9.24,500.0,137.0,500.0,0.0,24.59
2017,59,700,-10.09,500.0,137.0,500.0,1.2,30.0
2017,59,800,-9.46,500.0,137.0,500.0,0.0,354.0
2017,59,900,-4.777,500.0,137.0,500.0,1.835,101.6
2017,59,1000,-2.226,500.0,133.0,500.0,1.905,36.26
2017,59,1100,-0.306,500.0,33.0,500.0,1.976,177.3
2017,59,1200,0.243,500.0,33.0,500.0,9.03,241.9
2017,59,1300,1.348,500.0,33.0,500.0,5.645,221.3
2017,59,1400,1.855,500.0,33.0,500.0,6.986,223.1
2017,59,1500,0.96,500.0,33.0,500.0,14.89,285.4
2017,59,1600,0.111,500.0,33.0,500.0,11.01,231.8
2017,59,1700,-1.118,500.0,33.0,500.0,1.905,287.0
2017,59,1800,-1.983,500.0,34.0,500.0,4.869,186.3
2017,59,1900,-2.006,500.0,24.0,500.0,7.268,199.1
2017,59,2000,-1.902,500.0,24.0,500.0,1.2,271.3
2017,59,2100,-1.469,500.0,24.0,500.0,1.764,179.4
2017,59,2200,-0.949,500.0,24.0,500.0,2.964,189.0
2017,59,2300,-0.509,500.0,24.0,500.0,8.89,188.5
2017,60,0,-0.319,500.0,24.0,500.0,8.75,180.5
2017,60,100,0.043,500.0,24.0,500.0,3.951,127.8
2017,60,200,0.256,500.0,24.0,500.0,1.976,284.5
2017,60,300,0.373,500.0,24.0,500.0,7.338,126.5
2017,60,400,0.667,500.0,24.0,500.0,2.893,109.3
2017,60,500,0.429,500.0,24.0,500.0,4.445,319.4
2017,60,600,0.311,500.0,24.0,500.0,3.034,113.5
2017,60,700,0.152,500.0,24.0,500.0,0.988,351.1
2017,60,800,0.282,500.0,24.0,500.0,0.0,201.4
2017,60,900,0.746,500.0,23.0,500.0,4.163,74.96
2017,60,1000,1.421,500.0,33.0,500.0,7.762,156.9
2017,60,1100,2.181,500.0,33.0,500.0,7.832,215.0
2017,60,1200,2.67,500.0,33.0,500.0,4.869,228.4
2017,60,1300,2.518,500.0,33.0,500.0,5.857,276.9
2017,60,1400,3.18,500.0,23.0,500.0,9.46,146.0
2017,60,1500,3.13,500.0,23.0,500.0,14.25,230.7
2017,60,1600,2.855,500.0,33.0,500.0,7.197,234.6
2017,60,1700,2.285,500.0,33.0,500.0,3.105,274.5
2017,60,1800,1.275,500.0,23.0,500.0,3.175,108.1
2017,60,1900,1.417,500.0,23.0,500.0,6.492,157.3
2017,60,2000,1.019,500.0,23.0,500.0,4.445,92.2
2017,60,2100,0.78,500.0,23.0,500.0,5.857,71.14
2017,60,2200,0.573,500.0,23.0,500.0,0.0,121.5
2017,60,2300,0.201,500.0,24.0,500.0,0.0,88.8
2017,61,0,0.182,500.0,24.0,500.0,0.0,163.3
2017,61,100,0.152,500.0,24.0,500.0,0.0,184.2
2017,61,200,0.104,500.0,24.0,500.0,0.0,183.9
2017,61,300,0.066,500.0,24.0,500.0,0.0,269.0
2017,61,400,0.079,500.0,24.0,500.0,0.0,269.1
2017,61,500,0.057,500.0,24.0,500.0,0.0,87.2
2017,61,600,0.104,500.0,24.0,500.0,0.0,88.1
2017,61,700,0.176,500.0,24.0,500.0,0.0,85.7
2017,61,800,0.224,500.0,24.0,500.0,0.0,83.2
2017,61,900,0.391,500.0,24.0,500.0,0.0,320.2
2017,61,1000,0.576,500.0,23.0,500.0,0.0,343.6
2017,61,1100,1.046,500.0,23.0,500.0,2.329,270.5
2017,61,1200,1.867,500.0,23.0,500.0,4.445,199.5
2017,61,1300,2.273,500.0,23.0,500.0,5.715,197.0
2017,61,1400,2.205,500.0,23.0,500.0,2.893,157.1
2017,61,1500,1.957,500.0,33.0,500.0,2.54,121.4
2017,61,1600,1.818,500.0,23.0,500.0,3.881,92.7
2017,61,1700,1.522,500.0,23.0,500.0,1.905,117.5
2017,61,1800,1.364,500.0,23.0,500.0,9.1,186.5
2017,61,1900,1.058,500.0,23.0,500.0,4.022,107.3
2017,61,2000,0.494,500.0,24.0,500.0,0.917,37.74
2017,61,2100,1.244,500.0,23.0,500.0,2.611,150.5
2017,61,2200,0.986,500.0,23.0,500.0,3.951,160.7
2017,61,2300,0.947,500.0,23.0,500.0,3.669,175.3
2017,62,0,0.539,500.0,23.0,500.0,15.73,161.0
2017,62,100,0.491,500.0,23.0,500.0,0.0,6.186
2017,62,200,0.498,500.0,23.0,500.0,9.17,202.1
2017,62,300,0.177,500.0,23.0,500.0,1.623,59.71
